TeamId,TeamName,SubmissionDate,Score
360802,"Janis Rumnieks","2016-08-21 01:22:19",0.74162
360802,"Janis Rumnieks","2016-08-21 13:09:06",0.77511
360802,"Janis Rumnieks","2016-08-21 14:55:08",0.78468
363845,🐳鲲,"2016-08-26 02:36:45",0.76555
363845,🐳鲲,"2016-08-26 07:52:59",0.77511
365600,Danilo,"2016-08-31 09:24:05",0.79904
371662,hojojon,"2016-09-15 11:57:11",0.78468
372007,"Adriaan Nering Bogel","2016-09-16 08:03:11",0.62679
372007,"Adriaan Nering Bogel","2016-09-16 09:33:42",0.76555
372007,"Adriaan Nering Bogel","2016-09-16 10:45:50",0.77990
372966,analyticsdojo,"2016-09-19 02:45:49",0.62679
363845,🐳鲲,"2016-09-19 09:07:55",0.77990
363845,🐳鲲,"2016-09-20 02:32:23",0.78468
363845,🐳鲲,"2016-09-20 03:32:08",0.78947
372007,"Adriaan Nering Bogel","2016-09-21 13:01:29",0.78468
372007,"Adriaan Nering Bogel","2016-09-21 14:36:51",0.79904
380640,MarkB47,"2016-10-05 20:26:54",0.62679
380640,MarkB47,"2016-10-05 21:27:57",0.76555
380879,schwarzian,"2016-10-06 05:51:00",0.76555
380879,schwarzian,"2016-10-07 00:55:11",0.77990
355708,"Sonali Chawla","2016-10-07 15:46:04",0.81339
380640,MarkB47,"2016-10-07 20:56:10",0.80382
381886,Jj_,"2016-10-08 19:21:32",0.76555
381886,Jj_,"2016-10-09 08:52:29",0.77990
382575,KangPrayit,"2016-10-09 11:36:37",0.62679
382575,KangPrayit,"2016-10-09 11:50:45",0.76555
382575,KangPrayit,"2016-10-09 14:14:59",0.77990
382575,KangPrayit,"2016-10-09 14:43:55",0.78468
379342,tetyama,"2016-10-11 06:23:28",0.80382
385339,"Ryan L.","2016-10-12 15:10:13",0.37320
385339,"Ryan L.","2016-10-12 15:13:03",0.62679
385339,"Ryan L.","2016-10-12 18:33:59",0.78468
385339,"Ryan L.","2016-10-13 15:16:49",0.79904
387020,Naeem,"2016-10-15 00:03:05",0.76555
389487,deadpitman,"2016-10-19 12:04:16",0.80382
352440,AnandRamanathan,"2016-10-20 07:05:57",0.80382
390391,"Adam 15","2016-10-20 21:00:59",0.79425
391275,SubhamoyBhaduri,"2016-10-22 15:53:16",0.76076
391275,SubhamoyBhaduri,"2016-10-22 16:13:36",0.76555
389743,"Lin Wang","2016-10-22 19:09:56",0.56937
391275,SubhamoyBhaduri,"2016-10-23 12:46:55",0.78468
391275,SubhamoyBhaduri,"2016-10-23 13:54:15",0.79425
394327,JakubMalaca,"2016-10-27 17:38:30",0.73205
387020,Naeem,"2016-10-29 18:07:12",0.78468
387020,Naeem,"2016-10-29 23:10:48",0.80382
395602,CodyBolinger,"2016-10-30 00:14:25",0.56937
395602,CodyBolinger,"2016-10-30 00:23:27",0.69377
395602,CodyBolinger,"2016-10-30 00:29:08",0.75598
387020,Naeem,"2016-11-18 20:20:18",0.80861
415163,dosmarder,"2016-11-25 12:52:53",0.56937
415163,dosmarder,"2016-11-25 13:04:44",0.72248
418354,"Vidya Parashar","2016-11-30 12:51:10",0.79425
420633,PrengBibasSolares,"2016-12-02 01:21:49",0.75119
427487,ranggaugahari,"2016-12-08 11:32:08",0.75598
427487,ranggaugahari,"2016-12-08 11:36:56",0.76555
420633,PrengBibasSolares,"2016-12-09 01:04:43",0.77033
420633,PrengBibasSolares,"2016-12-09 01:10:12",0.79425
427487,ranggaugahari,"2016-12-10 02:12:54",0.77033
427487,ranggaugahari,"2016-12-10 02:17:37",0.77990
427487,ranggaugahari,"2016-12-10 03:10:14",0.78468
427487,ranggaugahari,"2016-12-11 00:55:38",0.78947
429392,"Yosuke Itomura","2016-12-11 02:46:54",0.77033
429844,jbunker,"2016-12-11 21:17:57",0.76555
429844,jbunker,"2016-12-11 21:36:43",0.78468
429844,jbunker,"2016-12-11 22:55:48",0.80382
437603,"Anderson Banihirwe","2016-12-23 20:01:17",0.76555
438146,EvanPeterson,"2016-12-25 07:13:39",0.77033
441550,"Alexey Sapsay","2017-01-02 00:50:07",0.74162
445082,"Lancelot 2","2017-01-09 00:37:44",0.77033
344005,"Naoki Narimatsu","2017-01-11 07:17:11",0.78947
446504,UriahFinkel,"2017-01-11 13:18:07",0.37320
446504,UriahFinkel,"2017-01-11 14:42:21",0.76555
446504,UriahFinkel,"2017-01-11 15:39:01",0.77990
169701,"George Mohler","2017-01-17 14:46:35",0.78468
344005,"Naoki Narimatsu","2017-01-18 08:13:48",0.79425
453366,"Tony Kuo","2017-01-21 10:36:27",0.70813
453366,"Tony Kuo","2017-01-25 03:49:26",0.77511
456072,CarlosPoncinelli,"2017-01-25 12:45:42",0.77511
456406,umutsoysal,"2017-01-25 23:11:52",0.76555
456511,"Qingfu Wen","2017-01-26 02:49:37",0.71291
457362,KartikPatnaik,"2017-01-27 07:17:48",0.62679
457362,KartikPatnaik,"2017-01-27 07:35:08",0.76555
457362,KartikPatnaik,"2017-01-27 07:38:49",0.77990
457362,KartikPatnaik,"2017-01-27 08:28:37",0.78468
457362,KartikPatnaik,"2017-01-27 09:26:48",0.79904
446504,UriahFinkel,"2017-01-31 16:58:34",0.79425
344005,"Naoki Narimatsu","2017-02-03 06:14:33",0.79904
465760,hirohshiono,"2017-02-04 08:34:07",0.71770
465774,"kaushik 3","2017-02-04 18:01:29",0.76555
477841,nguyenthanhchinh,"2017-02-10 17:03:46",0.76076
477841,nguyenthanhchinh,"2017-02-13 18:08:36",0.76555
477841,nguyenthanhchinh,"2017-02-13 18:24:55",0.77033
477841,nguyenthanhchinh,"2017-02-14 12:23:49",0.79425
365538,hiroki,"2017-02-16 03:07:10",0.73684
365538,hiroki,"2017-02-16 03:59:26",0.75119
497056,raulgomez,"2017-02-22 23:56:49",0.75119
503892,"Ayan Banerjee.","2017-02-25 11:49:19",0.76555
503892,"Ayan Banerjee.","2017-02-25 11:54:30",0.78468
503892,"Ayan Banerjee.","2017-02-25 13:28:01",0.78947
503892,"Ayan Banerjee.","2017-02-26 08:26:04",0.79904
505115,veeru,"2017-02-26 11:46:45",0.78468
505115,veeru,"2017-02-26 11:52:19",0.80861
503909,yannis,"2017-02-26 16:59:30",0.78468
503909,yannis,"2017-02-26 17:11:15",0.80382
506707,"hema sundara rao","2017-02-27 06:37:09",0.76555
446504,UriahFinkel,"2017-02-27 12:27:16",0.80382
436190,"SG Wang","2017-03-01 03:53:48",0.63157
436190,"SG Wang","2017-03-06 11:42:12",0.75598
453366,"Tony Kuo","2017-03-07 09:22:32",0.77990
492587,Monnelh,"2017-03-07 15:45:13",0.47368
517807,Ananthasireesh,"2017-03-07 17:15:31",0.73684
517807,Ananthasireesh,"2017-03-07 19:10:51",0.75598
453366,"Tony Kuo","2017-03-08 09:16:08",0.82296
532744,RSESHA,"2017-03-10 23:49:42",0.00000
532744,RSESHA,"2017-03-12 23:30:53",0.76555
532744,RSESHA,"2017-03-12 23:32:29",0.77990
493611,SeventhEli,"2017-03-14 15:13:39",0.76076
493611,SeventhEli,"2017-03-14 15:16:49",0.79425
529992,dong_ZZ,"2017-03-15 07:08:46",0.76555
529992,dong_ZZ,"2017-03-15 08:36:41",0.78468
546054,厚片吐司,"2017-03-16 18:17:35",0.77033
550281,"Mathieu Brandy","2017-03-19 00:10:41",0.76076
546054,厚片吐司,"2017-03-19 17:14:40",0.77990
566455,syro,"2017-03-24 20:08:24",0.73205
566455,syro,"2017-03-24 20:12:50",0.75119
566455,syro,"2017-03-25 00:30:21",0.77511
520480,LeonLai,"2017-03-28 03:47:18",0.73684
520480,LeonLai,"2017-03-29 06:47:02",0.75598
520480,LeonLai,"2017-03-30 03:42:31",0.79425
582822,Gerg,"2017-03-31 10:11:58",0.75119
346036,大橋光浩,"2017-03-31 22:40:30",0.77033
363845,🐳鲲,"2017-04-05 09:12:22",0.80382
592525,"Andy 18","2017-04-05 09:16:02",0.76555
592525,"Andy 18","2017-04-05 09:36:36",0.78468
592383,arellanomarke,"2017-04-05 14:44:00",0.56937
592383,arellanomarke,"2017-04-05 16:12:14",0.69377
592383,arellanomarke,"2017-04-06 02:49:43",0.75598
585321,Meussdorffer,"2017-04-08 20:07:59",0.78947
363845,🐳鲲,"2017-04-09 10:04:53",0.81818
592383,arellanomarke,"2017-04-09 15:20:53",0.77990
389487,deadpitman,"2017-04-09 17:12:04",0.80861
604532,"Karan 8","2017-04-11 11:14:59",0.76555
623652,"Aravindh Anantharamakrishnan","2017-04-21 17:19:35",0.00000
623652,"Aravindh Anantharamakrishnan","2017-04-21 17:23:52",0.52153
623652,"Aravindh Anantharamakrishnan","2017-04-21 19:37:05",0.76076
623652,"Aravindh Anantharamakrishnan","2017-04-21 19:55:43",0.76555
623652,"Aravindh Anantharamakrishnan","2017-04-24 18:39:05",0.77511
533505,VincentLugat,"2017-04-25 17:18:03",0.78468
533505,VincentLugat,"2017-04-25 18:40:53",0.79904
533505,VincentLugat,"2017-04-26 15:48:01",0.80382
631732,RyoyaOzaki,"2017-04-27 06:35:50",0.71291
533505,VincentLugat,"2017-04-27 13:29:56",0.81818
640543,PatrickChodowski,"2017-04-28 21:54:11",0.74641
646818,Yerik,"2017-05-02 11:27:19",0.76076
646818,Yerik,"2017-05-03 16:33:06",0.77511
487956,TinaPai,"2017-05-05 05:29:12",0.76076
654136,n1cerrrr,"2017-05-05 13:57:32",0.74641
487956,TinaPai,"2017-05-06 01:26:18",0.77511
487956,TinaPai,"2017-05-06 04:31:12",0.78468
550281,"Mathieu Brandy","2017-05-08 02:18:35",0.79425
597628,betweens,"2017-05-08 20:16:38",0.62200
659722,"Кирилл Чертоганов","2017-05-08 22:23:43",0.74641
633703,"Fábio Dias","2017-05-09 18:03:05",0.77033
633703,"Fábio Dias","2017-05-09 18:11:36",0.78468
623652,"Aravindh Anantharamakrishnan","2017-05-09 18:13:24",0.77990
606538,"Taufeeq Rahmani","2017-05-09 20:31:18",0.76076
606538,"Taufeeq Rahmani","2017-05-09 20:51:41",0.76555
662934,"Bayo Adekanmbi","2017-05-10 14:40:03",0.81339
663358,"Shayne Kang JP","2017-05-10 19:10:10",0.78468
663358,"Shayne Kang JP","2017-05-10 19:23:12",0.78947
663358,"Shayne Kang JP","2017-05-12 05:46:35",0.79425
663358,"Shayne Kang JP","2017-05-12 07:14:19",0.79904
606538,"Taufeeq Rahmani","2017-05-12 11:35:55",0.78947
606538,"Taufeeq Rahmani","2017-05-12 11:39:00",0.79425
606538,"Taufeeq Rahmani","2017-05-12 13:31:50",0.79904
667660,tapalappa,"2017-05-13 10:43:01",0.77033
662934,"Bayo Adekanmbi","2017-05-14 12:33:29",0.91866
662934,"Bayo Adekanmbi","2017-05-14 12:42:03",0.92344
640543,PatrickChodowski,"2017-05-15 18:28:54",0.76076
663358,"Shayne Kang JP","2017-05-16 12:18:16",0.80861
667660,tapalappa,"2017-05-19 07:23:15",0.77511
667660,tapalappa,"2017-05-20 13:37:20",0.77990
925149,TitanicSurvivors,"2017-05-21 00:56:25",0.77990
925149,TitanicSurvivors,"2017-05-21 11:32:04",0.78468
648516,小小插曲,"2017-05-22 21:53:32",0.77990
648516,小小插曲,"2017-05-22 23:40:00",0.78947
925149,TitanicSurvivors,"2017-05-24 18:05:36",0.79425
617766,"Leo Chen","2017-05-26 08:47:15",0.46411
617766,"Leo Chen","2017-05-27 12:59:26",0.76555
648516,小小插曲,"2017-05-28 20:54:12",0.80382
667660,tapalappa,"2017-05-31 07:54:34",0.78468
667660,tapalappa,"2017-05-31 08:11:15",0.78947
925149,TitanicSurvivors,"2017-06-08 20:51:12",0.82296
712511,"Berend Dumas","2017-06-09 13:33:54",0.77511
726137,"Dave McCormick","2017-06-10 22:57:28",0.70334
726137,"Dave McCormick","2017-06-10 23:39:44",0.72248
726137,"Dave McCormick","2017-06-10 23:44:04",0.72727
726137,"Dave McCormick","2017-06-10 23:57:35",0.74641
726137,"Dave McCormick","2017-06-14 04:18:38",0.76076
726137,"Dave McCormick","2017-06-14 06:30:04",0.77511
550281,"Mathieu Brandy","2017-06-16 14:44:50",0.80382
739677,"Naveen Rajan","2017-06-17 06:11:01",0.77033
203153,a.karwan,"2017-06-21 17:33:04",0.88516
659722,"Кирилл Чертоганов","2017-06-26 09:51:56",0.78947
759438,"Aliaksandr Shauchuk","2017-06-29 09:52:18",0.75119
759438,"Aliaksandr Shauchuk","2017-06-29 10:13:20",0.76555
306282,"Ashok Kannan","2017-07-01 09:54:23",0.75598
306282,"Ashok Kannan","2017-07-01 11:25:19",0.76076
758758,sentaken,"2017-07-02 06:47:55",0.62679
758758,sentaken,"2017-07-03 01:05:35",0.73684
686834,Gattaca,"2017-07-03 13:00:49",0.77511
686834,Gattaca,"2017-07-03 13:57:43",0.78468
686834,Gattaca,"2017-07-03 16:33:27",0.79904
436190,"SG Wang","2017-07-04 09:12:17",0.77990
659722,"Кирилл Чертоганов","2017-07-04 12:59:21",0.79425
770650,GreenArrow,"2017-07-04 19:46:16",0.74162
770650,GreenArrow,"2017-07-04 20:01:51",0.75119
436190,"SG Wang","2017-07-05 05:26:50",0.79904
758758,sentaken,"2017-07-05 06:51:52",0.74641
770650,GreenArrow,"2017-07-06 19:42:36",0.78947
778017,htsubo,"2017-07-09 07:37:52",0.73684
778017,htsubo,"2017-07-09 11:02:52",0.74641
778017,htsubo,"2017-07-16 03:39:38",0.77990
790895,"Chris Park","2017-07-16 05:18:49",0.62679
790895,"Chris Park","2017-07-16 05:19:11",0.76555
778017,htsubo,"2017-07-16 14:55:50",0.78947
791442,Prolle,"2017-07-16 15:20:26",0.76555
791442,Prolle,"2017-07-17 19:46:51",0.77990
714513,sreschke,"2017-07-19 22:21:25",0.77990
783470,KKai,"2017-07-20 01:46:46",0.66985
800044,exKAZUu,"2017-07-20 12:33:57",0.76555
794899,Noufal,"2017-07-20 13:42:01",0.75598
794899,Noufal,"2017-07-20 13:44:33",0.76076
794899,Noufal,"2017-07-20 13:47:39",0.78468
800044,exKAZUu,"2017-07-20 16:08:52",0.77033
783470,KKai,"2017-07-21 02:27:13",0.76555
804952,"Lucas Possatti","2017-07-22 03:53:12",0.76555
790895,"Chris Park","2017-07-23 09:08:37",0.78947
815177,ynomura,"2017-07-26 16:49:59",0.72727
794899,Noufal,"2017-07-27 04:55:49",0.78947
800044,exKAZUu,"2017-07-27 08:41:20",0.79904
818172,dongzide,"2017-07-29 13:44:25",0.76555
640543,PatrickChodowski,"2017-07-30 20:59:52",0.77990
640543,PatrickChodowski,"2017-07-30 21:02:57",0.78468
825279,TaoZeyu,"2017-08-01 01:51:59",0.77990
781734,"rice field","2017-08-01 07:15:42",0.74641
825279,TaoZeyu,"2017-08-01 20:28:06",0.80861
794899,Noufal,"2017-08-02 05:07:50",0.79425
830908,"Seray Beser","2017-08-02 13:17:44",0.75119
830908,"Seray Beser","2017-08-03 08:11:09",0.80382
830908,"Seray Beser","2017-08-03 08:52:32",0.80861
818172,dongzide,"2017-08-05 02:17:10",0.80382
381886,Jj_,"2017-08-06 10:04:46",0.78468
841929,nhnaoto,"2017-08-08 02:02:05",0.62200
781734,"rice field","2017-08-08 08:54:58",0.76555
781734,"rice field","2017-08-08 09:16:14",0.77033
